AA_CATEGORY,AA_URI,AA_URL,class,A_RowId,LEMMATIZEDSENTENCE,RAWSENTENCE
Catholic Studies - King's University College,|academics|catholic-studies,https:||www.kings.uwo.ca|academics|catholic-studies|,,Some(Catholic Studies - King's University College)NoneSome(|academics|catholic-studies)NoneSome(https:||www.kings.uwo.ca|academics|catholic-studies|)None,Religious study course catholic study be design be take range student interested understand idea value image ritual have continue shape world.,Religious Studies courses in Catholic Studies are designed to be taken by a range of students interested in understanding the ideas- values- images and rituals that have (and continue) to shape our world.
Catholic Studies - King's University College,|academics|catholic-studies|people,https:||www.kings.uwo.ca|academics|catholic-studies|people,,Some(Catholic Studies - King's University College)NoneSome(|academics|catholic-studies|people)NoneSome(https:||www.kings.uwo.ca|academics|catholic-studies|people)None,Centre King Centre Jewish Catholic Women King Life King King Herald.,Centres @ King'Centre for Jewish- Catholic-Women'King'Life After King'King's Herald.
Disability Studies - King's University College,|academics|disability-studies,https:||www.kings.uwo.ca|academics|disability-studies|#,,Some(Disability Studies - King's University College)NoneSome(|academics|disability-studies)NoneSome(https:||www.kings.uwo.ca|academics|disability-studies|#)None,Meaning structure policy ethic caregiving family.,Meaning- structures- policies and ethics of caregiving and families.
Disability Studies - King's University College,|academics|disability-studies,https:||www.kings.uwo.ca|academics|disability-studies|#maincontent,,Some(Disability Studies - King's University College)NoneSome(|academics|disability-studies)NoneSome(https:||www.kings.uwo.ca|academics|disability-studies|#maincontent)None,However visit amp.,However- you may visit and amp.
French - King's University College,|academics|french|,https:||www.kings.uwo.ca|academics|french||,,Some(French - King's University College)NoneSome(|academics|french|)NoneSome(https:||www.kings.uwo.ca|academics|french||)None,Have be able work french classroom catholic study program enable see benefit program together.,I have been able to work in a French classroom through the Catholic Studies for Teachers program- enabling me to see the benefits of both programs together.
Writing - King's University College,|academics|writing,https:||www.kings.uwo.ca|academics|writing|#,,Some(Writing - King's University College)NoneSome(|academics|writing)NoneSome(https:||www.kings.uwo.ca|academics|writing|#)None,Principal King expert King King King Initiatives.,Principal'King'Experts at King'King'King's Initiatives Partners.
Writing - King's University College,|academics|writing,https:||www.kings.uwo.ca|academics|writing|#maincontent,,Some(Writing - King's University College)NoneSome(|academics|writing)NoneSome(https:||www.kings.uwo.ca|academics|writing|#maincontent)None,Scholarship scholarship scholarship scholarship scholarship student say.,Scholarships-Scholarships-Scholarships-Scholarships-Scholarships-What Students Say.
Academic Departments | Lakehead University,|academics|departments|business,https:||www.lakeheadu.ca|academics|departments|business,,Some(Academic Departments | Lakehead University)NoneSome(|academics|departments|business)NoneSome(https:||www.lakeheadu.ca|academics|departments|business)None,Lakehead University announce today commitment rbc expand experiential learning opportunity provide student sought-after.,Lakehead University announced today a commitment from RBC that will expand experiential learning opportunities and provide students with sought-after.
Academic Departments | Lakehead University,|academics|departments|business,https:||www.lakeheadu.ca|academics|departments|business|newsletters,BUSINESS,Some(Academic Departments | Lakehead University)NoneSome(|academics|departments|business)NoneSome(https:||www.lakeheadu.ca|academics|departments|business|newsletters)None,Senator Art Eggleton Lakehead Speech Senate.,Senator Art Eggleton's Lakehead Speech in Senate.
Academic Departments | Lakehead University,|academics|departments|business,https:||www.lakeheadu.ca|academics|departments|business|orillia,,Some(Academic Departments | Lakehead University)NoneSome(|academics|departments|business)NoneSome(https:||www.lakeheadu.ca|academics|departments|business|orillia)None,Honours Bachelor Commerce year.,Honours Bachelor of Commerce (4 years).
Academic Departments | Lakehead University,|academics|departments|electrical-engineering,https:||www.lakeheadu.ca|academics|departments|electrical-engineering,,Some(Academic Departments | Lakehead University)NoneSome(|academics|departments|electrical-engineering)NoneSome(https:||www.lakeheadu.ca|academics|departments|electrical-engineering)None,Electrical engineer work development manufacturing electrical electronics equipment.,As an electrical engineer- you will work on the development and manufacturing of electrical and electronics equipment.
Academic Departments | Lakehead University,|academics|departments|electrical-engineering,https:||www.lakeheadu.ca|academics|departments|electrical-engineering|newsletter,,Some(Academic Departments | Lakehead University)NoneSome(|academics|departments|electrical-engineering)NoneSome(https:||www.lakeheadu.ca|academics|departments|electrical-engineering|newsletter)None,Url http academic department newsletter.,Url=https: www_lakeheadu_ca academics departments electrical-engineering newsletter-.
Academic Departments | Lakehead University,|academics|departments|electrical-engineering,https:||www.lakeheadu.ca|academics|departments|electrical-engineering|people,,Some(Academic Departments | Lakehead University)NoneSome(|academics|departments|electrical-engineering)NoneSome(https:||www.lakeheadu.ca|academics|departments|electrical-engineering|people)None,Emergency Directory Faculty Staff help.,Emergencies-Directory (Faculty and Staff)Who Can Help Me.
Academic Departments | Lakehead University,|academics|departments|kinesiology,https:||www.lakeheadu.ca|academics|departments|kinesiology,,Some(Academic Departments | Lakehead University)NoneSome(|academics|departments|kinesiology)NoneSome(https:||www.lakeheadu.ca|academics|departments|kinesiology)None,Url http academic department kinesiology.,Url=https: www_lakeheadu_ca academics departments kinesiology-.
Academic Departments | Lakehead University,|academics|departments|kinesiology,https:||www.lakeheadu.ca|academics|departments|kinesiology|faculty-staff,,Some(Academic Departments | Lakehead University)NoneSome(|academics|departments|kinesiology)NoneSome(https:||www.lakeheadu.ca|academics|departments|kinesiology|faculty-staff)None,Emergency Directory Faculty Staff help.,Emergencies-Directory (Faculty and Staff)Who Can Help Me.
Academic Departments | Lakehead University,|academics|departments|kinesiology,https:||www.lakeheadu.ca|academics|departments|kinesiology|news-events,,Some(Academic Departments | Lakehead University)NoneSome(|academics|departments|kinesiology)NoneSome(https:||www.lakeheadu.ca|academics|departments|kinesiology|news-events)None,Academic department kinesiology Academic Departments.,|[SPIDERTAGHOSTOPEN]| www_lakeheadu_ca SPIDERTAGHOSTCLOSE]| |[SPIDERTAG_URI_OPEN]| academics departments kinesiology|[SPIDERTAG_URI_CLOSE]| |[SPIDERTAG_CATEGORY]| Academic Departments.
Academic Departments | Lakehead University,|academics|departments|northern-studies,https:||www.lakeheadu.ca|academics|departments|northern-studies,,Some(Academic Departments | Lakehead University)NoneSome(|academics|departments|northern-studies)NoneSome(https:||www.lakeheadu.ca|academics|departments|northern-studies)None,Prepare range career.,We prepare you for a range of careers.
Academic Departments | Lakehead University,|academics|departments|nosm,https:||www.lakeheadu.ca|academics|departments|nosm,,Some(Academic Departments | Lakehead University)NoneSome(|academics|departments|nosm)NoneSome(https:||www.lakeheadu.ca|academics|departments|nosm)None,Watch Denis Lennox Keynote Address.,Watch Dr. Denis Lennox's Keynote Address.
Academic Departments | Lakehead University,|academics|departments|philosophy,https:||www.lakeheadu.ca|academics|departments|philosophy,,Some(Academic Departments | Lakehead University)NoneSome(|academics|departments|philosophy)NoneSome(https:||www.lakeheadu.ca|academics|departments|philosophy)None,Academic department philosophy Academic Departments.,|[SPIDERTAGHOSTOPEN]| www_lakeheadu_ca SPIDERTAGHOSTCLOSE]| |[SPIDERTAG_URI_OPEN]| academics departments philosophy|[SPIDERTAG_URI_CLOSE]| |[SPIDERTAG_CATEGORY]| Academic Departments.
Academic Departments | Lakehead University,|academics|departments|philosophy,https:||www.lakeheadu.ca|academics|departments|philosophy|careers,,Some(Academic Departments | Lakehead University)NoneSome(|academics|departments|philosophy)NoneSome(https:||www.lakeheadu.ca|academics|departments|philosophy|careers)None,Many philosophy student combine philosophy study other discipline.,Many philosophy students combine their philosophy studies with that of other disciplines.
Academic Departments | Lakehead University,|academics|departments|philosophy,https:||www.lakeheadu.ca|academics|departments|philosophy|news-events|past-news|archive|node|41833,,Some(Academic Departments | Lakehead University)NoneSome(|academics|departments|philosophy)NoneSome(https:||www.lakeheadu.ca|academics|departments|philosophy|news-events|past-news|archive|node|41833)None,Xml philosophy Lakehead University.,Xml|[SPIDERTAG_URLREPOSITORY_CLOSE]|Philosophy- Lakehead University.
Academic Departments | Lakehead University,|academics|departments|philosophy,https:||www.lakeheadu.ca|academics|departments|philosophy|newsletter,,Some(Academic Departments | Lakehead University)NoneSome(|academics|departments|philosophy)NoneSome(https:||www.lakeheadu.ca|academics|departments|philosophy|newsletter)None,Hilite newly schedule course Winter check university timetable.,Hilite - Newly Scheduled Courses for Winter 2016: check out the university timetable.
Academic Departments | Lakehead University,|academics|departments|philosophy,https:||www.lakeheadu.ca|academics|departments|philosophy|programs,,Some(Academic Departments | Lakehead University)NoneSome(|academics|departments|philosophy)NoneSome(https:||www.lakeheadu.ca|academics|departments|philosophy|programs)None,Follow link Lakehead University Calendar detailed information above program.,Follow the link to the Lakehead University Calendar for detailed information on each of the above programs.
